App_Title,Rating,User_Rating,Update,Size,Installs,Version,Required Android,Category
Weather Forecast & Live Weather,4.7,17138,3/29/2020,11000000,1000000,1.5.0,4.2 and up,Weather
"Weather Radar, Live Maps - The Weather Channel",4.6,2107500,3/24/2020,1000000,100000000,Varies with device,Varies with device,Weather
Weather forecast,4.7,546694,08-12-2019,10000000,10000000,59,4.1 and up,Weather
Weather & Widget - Weawow,4.8,192242,2/20/2020,9100000,1000000,4.3.0,4.4 and up,Weather
Weather App - Weather Forecast & Weather Live,4.8,3790,01-09-2020,13000000,100000,1.2.5,4.2 and up,Weather
Weather & Radar USA,4.5,951645,3/25/2020,15000000,10000000,2020.6.2,5.0 and up,Weather
OnePlus Weather,3.8,12382,3/16/2020,10000000,500000,2.5.2.191121103312.e3cb995,7.1 and up,Weather
NOAA Weather Unofficial,4.6,86510,12/29/2019,1000000,1000000,Varies with device,Varies with device,Weather
NOAA Weather Radar Live & Alerts,4.2,310819,3/28/2020,9200000,10000000,Varies with device,Varies with device,Weather
Weather Forecast - Accurate Weather App,4.5,3959,2/29/2020,16000000,100000,2.0.1,4.4 and up,Weather
NOAA Weather International,4.5,10734,12-12-2019,1000000,500000,Varies with device,Varies with device,Weather
Weather Home - Live Radar Alerts & Widget,4.3,7435,3/16/2020,23000000,1000000,2.7.10-weather-home,5.0 and up,Weather
"Storm Radar: Hurricane Tracker, Live Maps & Alerts",4.3,145006,12/27/2019,1000000,1000000,Varies with device,Varies with device,Weather
Weather Underground: Local Weather Maps & Forecast,2.6,408159,3/27/2020,30000000,5000000,6.5.0,6.0 and up,Weather
Free Weather Forecast App Widget,4.1,743,3/26/2020,35000000,100000,16.6.0.50060,4.1 and up,Weather
Live Weather Forecast App,4.4,4949,3/26/2020,45000000,1000000,16.6.0.50060,4.1 and up,Weather
weather,4.7,37000,3/25/2020,13000000,1000000,8.6.8,4.4 and up,Weather
Weather 14 Days - Meteored,4.7,436851,3/27/2020,1000000,10000000,Varies with device,Varies with device,Weather
What The Forecast?!!,4.4,9777,2/19/2020,21000000,1000000,3.39.3.228,4.4 and up,Weather
Yahoo Weather,4.5,1400732,3/27/2020,1000000,10000000,Varies with device,Varies with device,Weather
Transparent clock & weather - forecast & radar,4.6,890677,03-05-2020,19000000,50000000,4.1.1.2,4.4 and up,Weather
Daily Weather Home - Weather Widget and Launcher,4.3,8720,3/18/2020,36000000,1000000,2.5.35,5.0 and up,Personalization
"1Weather: Forecasts, Widgets, Snow Alerts & Radar",4.6,721445,3/23/2020,1000000,50000000,Varies with device,Varies with device,Weather
Weather by WeatherBug: Real Time Forecast & Alerts,4.7,1226033,3/26/2020,1000000,10000000,Varies with device,Varies with device,Weather
Local Weather Forecast,4.5,15483,2/28/2020,7800000,1000000,2.10.11,5.0 and up,Weather
Grumpy Cat Weather,4.8,15117,3/29/2020,55000000,100000,5.0.4,4.4 and up,Weather
MyRadar Weather Radar,4.5,199375,3/23/2020,1000000,10000000,8.1.0,Varies with device,Weather
Free Weather Forecast & Clock Widget,4.4,9945,3/26/2020,36000000,1000000,16.6.0.50061,4.1 and up,Weather
Neffos Weather,4.2,2515,12/28/2018,4300000,1000000,9.0-20181217.10025-rel,6.0 and up,Weather
"Today Weather - Widget, Forecast, Radar & Alert",4.3,68395,3/24/2020,19000000,1000000,1.4.6-11.160320,4.2 and up,Weather
Weather,4.4,1285771,4/15/2019,1000000,10000000,5.1.7,4.0 and up,Weather
Weather 🌞,4.5,93056,03-08-2020,15000000,5000000,1.7.5,4.1 and up,Weather
Radar Express - with NOAA Weather,4.6,60614,02-11-2018,2900000,1000000,Varies with device,Varies with device,Weather
Weather & Clock Widget for Android,4.5,2465822,1/21/2020,17000000,50000000,6.1.3.3,4.1 and up,Weather
Weather Radar Widget,4.2,20629,1/24/2019,1000000,1000000,Varies with device,Varies with device,Weather
Weather Forecast,4.8,77855,11/29/2019,14000000,1000000,1.8.8,4.2 and up,Weather
Dark Sky - Hyperlocal Weather,4.3,19257,11/21/2019,1000000,1000000,Varies with device,Varies with device,Weather
"Office Document - Word Office, XLS, PDF Reader",3.4,1138,11-09-2019,48000000,1000000,4.7.20,4.0 and up,Productivity
Word Wars - Word Game,4.5,17318,3/18/2020,25000000,500000,1.288,5.0 and up,Word
Word Crush,4.7,19392,3/27/2020,95000000,100000,2.5.0,4.1 and up,Word
Word Search Quest,4.7,95722,1/19/2020,1000000,5000000,1.36,4.1 and up,Word
Word Find - Word Connect Free Offline Word Games,4.7,82749,3/17/2020,1000000,1000000,Varies with device,Varies with device,Word
Words With Friends – Word Puzzle,4.2,730688,2/25/2020,57000000,10000000,13.906,6.0 and up,Word
Word Shuffle,4.8,21007,01-09-2020,40000000,1000000,1.0.76,4.1 and up,Word
Word Cookies!®,4.6,2212973,3/26/2020,54000000,10000000,4.4.0,4.2 and up,Word
"Polaris Office - Free Docs, Sheets, Slides + PDF",3.9,582603,03-05-2020,61000000,50000000,9.0.3,4.4 and up,Productivity
Word Stacks,4.7,213152,3/13/2020,73000000,5000000,1.3.1,4.1 and up,Word
Google Docs,4.4,1190627,3/26/2020,1000000,500000000,Varies with device,Varies with device,Productivity
Word Relax,4.5,38330,3/27/2020,44000000,500000,1.0.36,5.0 and up,Word
"Microsoft Office: Word, Excel, PowerPoint & More",4.4,19041,3/26/2020,1000000,100000000,16.0.12430.20324,6.0 and up,Productivity
Word Trip,4.7,180699,3/27/2020,47000000,5000000,1.310.0,5.0 and up,Word
Word Collect - Free Word Games,4.9,209920,3/23/2020,49000000,5000000,1.197,4.1 and up,Word
Word Connect 2020,4.7,1762,03-06-2020,32000000,50000,2.5,4.2 and up,Word
Word Wow - Brain training fun,4.4,7909,3/18/2020,49000000,500000,2.2.28,4.1 and up,Word
Word Trek - Word Brain streak - hand made puzzles,4.5,143117,3/28/2020,1000000,5000000,Varies with device,Varies with device,Word
Word Attack,4.8,10675,3/24/2020,16000000,100000,2.2,4.1 and up,Word
Word Bliss,4.7,16003,3/27/2020,43000000,100000,1.22.0,5.0 and up,Word
Word Connect - Word Games Puzzle,4.6,352111,01-08-2020,1000000,10000000,Varies with device,Varies with device,Word
"Docx Reader - Word, Document, Office Reader - 2020",3.7,963,3/13/2020,2800000,1000000,1.0.2,4.4 and up,Tools
Word Zone - Free Word Games & Puzzles,4.7,2274,09-06-2018,43000000,50000,1.103,2.3.3 and up,Word
"Microsoft Word: Write, Edit & Share Docs on the Go",4.4,4444090,3/26/2020,1000000,1000000000,16.0.12624.20254,6.0 and up,Productivity
Words Crush: Hidden Words!,4.5,283193,1/30/2020,44000000,5000000,5.1.4,4.2 and up,Word
Word Nut: Word Puzzle Games & Crosswords,4.8,36147,3/23/2020,50000000,1000000,1.127,4.1 and up,Word
"Word Office – Docs Reader, Document Viewer & PDF",3.5,1400,2/15/2020,38000000,100000,11,4.1 and up,Productivity
Word Search 2020,4.5,6791,3/25/2020,21000000,500000,1.11,4.2 and up,Word
Scrolling Words-Moving Word Game & Find Words,4.8,14025,3/20/2020,34000000,100000,2.2.7,4.4 and up,Word
WORD SHIP - FREE WORD GAMES YOU CAN PLAY ALONE!,4.8,2471,7/19/2018,44000000,50000,1.102,2.3.3 and up,Word
Word Heaps - Swipe to Connect the Stack Word Games,4.8,30493,03-05-2020,49000000,1000000,3.3,4.1 and up,Word
Word Villas - Fun puzzle game,3.9,43577,01-12-2020,52000000,1000000,1.18.0,4.4 and up,Word
Words With Friends 2 – Free Word Games & Puzzles,4,298971,3/25/2020,56000000,10000000,14.012,6.0 and up,Word
Word Hop,4.5,919,12/19/2019,41000000,100000,1.9,4.1 and up,Word
Word to PDF Converter,3.8,8253,9/15/2018,1700000,5000000,2.7,4.0 and up,Business
Words With Friends Classic,4.2,1717437,3/26/2020,57000000,50000000,13.906,6.0 and up,Word
4 Pics 1 Word,4.5,1143859,03-04-2020,42000000,50000000,29.4-4314-en,5.0 and up,Word
"OfficeSuite - Office, PDF, Word, Excel, PowerPoint",4.2,1159541,3/19/2020,1000000,100000000,Varies with device,Varies with device,Business
Word Connect- Word Games:Word Search Offline Games,4.5,81014,3/23/2020,1000000,5000000,Varies with device,Varies with device,Word
Word Fall - Brain training search word puzzle game,4.7,478,02-10-2020,36000000,10000,2.6,4.1 and up,Word
Word Domination,4.4,127875,3/26/2020,56000000,5000000,1.0.73,5.0 and up,Word
Word Game,4.5,4846,12/29/2018,29000000,100000,1.2,4.1 and up,Word
Word Swipe,4.7,109599,03-10-2020,54000000,10000000,1.5.0,4.1 and up,Word
Word Connect,4.6,752852,3/26/2020,97000000,10000000,2.744.1,4.1 and up,Word
"WPS Office - Free Office Suite for Word,PDF,Excel",4.3,1891539,3/27/2020,1000000,100000000,12.4.6,5.0 and up,Productivity
PDF to Word Converter,3.2,33282,11-07-2019,1000000,1000000,Varies with device,Varies with device,Productivity
"Word Office - Docs Reader, Document, XLSX, PPTX",3.3,11208,03-07-2020,31000000,1000000,3,5.0 and up,Productivity
Wordscapes,4.7,772197,3/13/2020,104000000,10000000,1.6.2,4.1 and up,Word
Demon Blade - Japanese Action RPG,4.4,8099,3/25/2020,157000000,100000,1.461,4.1 and up,Role Playing
Kill Shot Bravo: Free 3D Shooting Sniper Game,4.4,606405,03-03-2020,120000000,10000000,7.2,4.1 and up,Action
Warface: Global Operations – Combat PvP Shooter,4,75693,3/18/2020,83000000,1000000,1.2.0,7.0 and up,Action
Space Pioneer: Action RPG PvP Alien Shooter,4.3,36093,03-09-2020,85000000,1000000,1.12.1,5.0 and up,Action
SDGs in Action,4.1,529,07-03-2019,44000000,50000,1.6.6,4.1 and up,Education
World War Heroes: WW2 FPS,4.6,1563481,2/26/2020,1000000,50000000,1.19.1,4.4 and up,Action
Ball Action,4.2,5555,2/19/2020,41000000,1000000,1.0.8,4.4 and up,Action
Action Strike: Online PvP FPS,4.1,5056,03-12-2020,65000000,100000,0.9.0,4.1 and up,Action
Crime City (Action RPG),4,213144,3/19/2020,70000000,10000000,8.6.9,4.1 and up,Action
ActionDirector Video Editor - Edit Videos Fast,4.5,122126,02-11-2020,38000000,10000000,3.5.1,4.4 and up,Video Players & Editors
Major Mayhem 2 - Gun Shooting Action,4.4,97599,5/25/2019,1000000,10000000,Varies with device,4.1 and up,Arcade
Infinity Black Ops - New Action Games 2020 Offline,3.8,3165,11-07-2019,40000000,500000,1.0.5,4.1 and up,Action
Modern Strike Online: PvP FPS,4.2,1379637,03-05-2020,1000000,50000000,1.37.1,4.4 and up,Action
Grand Action Simulator - New York Car Gang,4,39764,2/24/2020,1000000,10000000,1.2.4,4.3 and up,Action
Nonstop Knight 2 - Action RPG,4.3,35981,3/24/2020,84000000,1000000,1.9.0,5.0 and up,Role Playing
METAL MADNESS PvP: Car Shooter & Twisted Action,4,66116,02-03-2020,145000000,10000000,0.39,4.1 and up,Action
BlazBlue RR - Real Action Game,4.1,47760,12-06-2019,89000000,1000000,1.31,4.0.3 and up,Action
MAD8 : Raid Battle [Modern Action RPG],3.8,1881,3/28/2020,1000000,100000,1.24.3,5.0 and up,Role Playing
Critical Action :Gun Strike Ops - Shooting Game,4.1,26654,03-05-2020,1000000,10000000,1.9.356,4.1 and up,Adventure
Army Commando Playground - Free Action Games 2020,4.2,6392,11/26/2019,28000000,1000000,1.2,4.1 and up,Action
Stickman Ghost: Ninja Warrior: Action Game Offline,4.1,14288,10-07-2019,42000000,1000000,2,4.1 and up,Action
SHADOWGUN LEGENDS - FPS PvP and Coop Shooting Game,4.3,254816,12-06-2019,66000000,5000000,1.0.2,6.0 and up,Action
Blackmoor 2: Fantasy Action Platformer,4.4,12387,03-03-2020,113000000,1000000,8.4,5.0 and up,Action
Black Ops SWAT - Offline Games Action Adventure,3.8,7237,09-05-2019,42000000,1000000,1.0.4,4.1 and up,Action
CyberSphere: TPS Online Action-Shooting Game,4.5,40157,3/18/2020,57000000,1000000,1.92,4.4 and up,Action
Dungeon Legends - PvP Action MMO RPG Co-op Games,4.3,113118,01-04-2019,44000000,1000000,3.21,4.0.3 and up,Role Playing
Demong Hunter 2 - Action RPG,4,14903,3/17/2020,65000000,500000,1.4.2,2.3 and up,Action
SoulCraft - Action RPG (free),4.3,268575,7/22/2019,57000000,10000000,2.9.7,4.0.3 and up,Role Playing
WarFriends: PvP Shooter Game,4.4,125726,03-09-2020,78000000,1000000,2.12.0,4.1 and up,Action
Combat Strike Ops - Best Action Games 2020,3.9,1079,02-12-2020,44000000,100000,1.0.2,4.1 and up,Action
Overkill 3,4.4,272728,01-10-2019,28000000,5000000,1.4.5,4.1 and up,Action
Commando Ops - Best Action Games 2020,3.8,5667,2/13/2020,44000000,1000000,1.0.4,4.2 and up,Action
Hero Knight - Action RPG,4.5,173,03-03-2020,1000000,5000,Varies with device,Varies with device,Role Playing
Modern Combat 5: eSports FPS,4.2,3292177,2/24/2020,33000000,100000000,4.2.2a,4.1 and up,Action
Apple Knight: Action Platformer,4.5,69569,3/20/2020,42000000,1000000,2.0.1,4.4 and up,Action
Action Launcher: Pixel Edition,3.9,99678,12/20/2019,16000000,5000000,45,5.0 and up,Personalization
Adventure Town,4.6,358473,05-06-2015,1000000,1000000,0.10.2,2.3 and up,Adventure
Adventure Escape Mysteries,4.4,30158,03-05-2020,80000000,1000000,8.08,4.1 and up,Adventure
Ever Adventure,4,1269,3/25/2020,74000000,50000,1.8.1,4.4 and up,Role Playing
Path of Adventure - Text-based roguelike,4.2,6248,10/24/2019,9600000,100000,4.5.5,5.1 and up,Role Playing
Lucid Dream Adventure - Story Point & Click Game,4.8,58631,03-12-2020,90000000,1000000,1.0.43,4.1 and up,Adventure
Omni Adventure,4.4,1466,12/13/2019,99000000,50000,1.1.2,4.1 and up,Role Playing
The Secret on Sycamore Hill - Adventure Games,3.9,797,10-05-2019,71000000,100000,1.2,4.1 and up,Adventure
Swordigo,4.6,664788,8/14/2019,53000000,10000000,1.4.1,4.0 and up,Adventure
Ghost Town Adventures: Mystery Riddles Game,4.3,310305,03-09-2020,58000000,10000000,2.56.2,4.1 and up,Adventure
Starlit Adventures,4.6,53439,3/21/2020,97000000,1000000,4,4.1 and up,Adventure
Ice Age Adventures,4.3,1416988,4/26/2019,58000000,50000000,2.0.8d,4.1 and up,Adventure
Grand Mountain Adventure: Snowboard Premiere,4.3,11002,03-06-2020,63000000,1000000,1.149,6.0 and up,Sports
AdVenture Communist,4.3,183214,3/17/2020,96000000,5000000,4.13.3,5.0 and up,Simulation
Emma's Adventure: California,4.3,24356,3/13/2020,143000000,1000000,1.7.0.0,4.1 and up,Adventure
Survival RPG - Lost treasure adventure retro 2d,4.6,23460,03-06-2020,8600000,1000000,5.1.3,4.1 and up,Role Playing
Jungle Adventures 3,4.6,30360,3/26/2020,47000000,5000000,50.3,4.4 and up,Adventure
Tinker Island - Survival Story Adventure,4.4,222490,03-02-2020,71000000,5000000,1.5.25,4.2 and up,Adventure
Diggy's Adventure: Fun Logic Puzzles & Maze Escape,4.5,391568,3/28/2020,80000000,10000000,1.5.222,4.4 and up,Adventure
Polynesia Adventure,4.2,36345,03-11-2020,144000000,1000000,1.20.0,4.1 and up,Role Playing
Cubie Adventure,4.4,8421,12-02-2019,89000000,100000,1.1.2,4.1 and up,Arcade
Escape game:home town adventure,4.3,114905,12-07-2019,1000000,5000000,Varies with device,2.3 and up,Adventure
Adventure Escape: Murder Inn,4.1,8502,1/26/2018,85000000,500000,1.08,4.0.3 and up,Adventure
Adventures Story 2,4.2,19722,2/19/2020,19000000,1000000,38.0.9.7,4.1 and up,Adventure
AdVenture Capitalist,4.5,1526885,03-12-2020,81000000,10000000,8.4.1,5.0 and up,Simulation
Jack Adventures,3.8,39137,03-06-2020,12000000,10000000,1.9.18,4.1 and up,Adventure
Sonya The Great Adventure,4,951,6/18/2019,12000000,50000,1.3.0,4.1 and up,Adventure
Mobile Legends: Adventure,4.4,364033,3/23/2020,1000000,10000000,1.1.54,4.0.3 and up,Role Playing
Jungle Adventures,4.2,138183,3/27/2020,20000000,10000000,33.20.3.1.4,4.1 and up,Adventure
Nubs' Adventure,4.2,7749,11-10-2015,48000000,100000,1.6,2.3 and up,Adventure
Caveman Adventure,3.9,5062,11-07-2018,8500000,1000000,1.14,2.3 and up,Adventure
Brightwood Adventures:Meadow Village!,4.5,127295,3/19/2020,40000000,1000000,2.9.3,4.0.3 and up,Adventure
Tsuki Adventure,4.5,79452,2/28/2020,40000000,1000000,1.12.12,5.0 and up,Adventure
Adventure Beaks,4.8,97017,5/17/2018,57000000,1000000,1.2.7,4.1 and up,Adventure
Jake's Adventure: Salvation sweetheart,4.3,11650,02-04-2020,91000000,1000000,2.0.0,4.1 and up,Arcade
Rogue Adventure,4.7,17613,3/25/2020,35000000,100000,1.7.0.1,4.4 and up,Card
Klondike Adventures,4.4,505686,3/27/2020,1000000,10000000,1.61,4.4 and up,Simulation
OneBit Adventure,4,1159,3/20/2020,19000000,100000,1.1.52,4.1 and up,Adventure
Adventure Escape: Hidden Ruins,4.4,117141,11-09-2017,86000000,1000000,1.12,4.0.3 and up,Adventure
Lost Island: Blast Adventure,4.6,458796,03-03-2020,136000000,10000000,1.1.740,4.4 and up,Casual
Escape game:prison adventure,4.4,53079,03-04-2020,1000000,1000000,Varies with device,2.3 and up,Adventure
The Tiny Adventures,3.9,732,12-01-2018,59000000,10000,1.5,4.4 and up,Adventure
Alto's Adventure,4.6,565907,02-05-2020,55000000,10000000,1.7.4,4.1 and up,Action
Adventure Escape: Asylum,4.5,306251,08-11-2018,93000000,1000000,32,2.3 and up,Adventure
Kizi Adventures,4.5,39523,5/21/2014,20000000,1000000,1.3.5,2.2 and up,Adventure
Survivor Adventure: Survival Island,4.1,21793,12/28/2019,78000000,1000000,1.03.194,5.1 and up,Adventure
Rayman Adventures,4.6,684247,2/26/2019,1000000,10000000,3.9.0,4.1 and up,Adventure
Home Arcade,3.6,3543,12/19/2017,65000000,500000,1.2.0,4.0.3 and up,Arcade
MAME4droid  (0.139u1),4,41598,1/26/2020,40000000,5000000,1.14,2.3 and up,Arcade
Doodle Jump,4.5,1115339,7/31/2019,1000000,50000000,Varies with device,Varies with device,Arcade
Arcade Games,4.5,23074,11-08-2019,57000000,1000000,8,4.0 and up,Arcade
Strike Force - Arcade shooter - Shoot 'em up,4.5,51725,03-03-2020,1000000,10000000,1.5.1,4.1 and up,Arcade
Noovie Arcade,2.8,1716,02-06-2020,66000000,1000000,2.8.9,7.0 and up,Arcade
TWIN COBRA classic,4.4,3475,01-07-2020,51000000,100000,1.1.1,4.1 and up,Arcade
Pocket Arcade,3.6,17747,11-03-2017,59000000,1000000,1.5.1,4.0.3 and up,Arcade
1945,4.6,225909,3/26/2020,108000000,10000000,6.66,4.1 and up,Arcade
Arcade Mayhem Shooter,4.5,6622,12/17/2019,91000000,100000,3.7.3,4.3 and up,Arcade
PinOut,4.1,85933,10/31/2019,89000000,10000000,1.0.5,2.3 and up,Arcade
Retro Super Cobra Arcade Game,4.3,116,03-11-2020,12000000,50000,1.25,4.0.3 and up,Arcade
1942,4.6,55005,02-10-2020,1000000,5000000,Varies with device,4.1 and up,Arcade
Galaxiga - Classic 80s Arcade,4.8,21947,3/21/2020,1000000,1000000,13.4,4.1 and up,Arcade
Arcadium - Classic Arcade Space Shooter,4.7,5528,12/18/2019,37000000,100000,1.0.38,4.4 and up,Arcade
Golden Axe Classics,4.2,14013,1/22/2020,70000000,1000000,6.1.0,4.4 and up,Arcade
Mad Bullets: Cowboy Shooter,4.3,99326,11/13/2019,77000000,1000000,2.0.4,4.1 and up,Arcade
Classic Galaxia X Arcade,4.1,93,11-07-2019,4500000,10000,1.17,4.0 and up,Arcade
Coin Carnival - Vegas Coin Pusher Arcade Dozer,4.7,14745,3/15/2020,88000000,1000000,2.8,4.1 and up,Arcade
Brick Breaker ™ Arcade,4.4,599,7/26/2019,45000000,100000,2.1,4.4 and up,Arcade
Color Switch,4.2,244702,9/18/2019,39000000,10000000,1.89,4.4 and up,Arcade
Q*bert,4.5,41802,3/26/2020,21000000,1000000,1.3.3,5.0 and up,Arcade
Skee-Ball Plus,4.4,30458,12-12-2018,68000000,1000000,2,4.3 and up,Arcade
Circuroid,4.4,22384,02-02-2020,32000000,500000,2.3.4,4.1 and up,Arcade
Pinball Arcade,3.9,40904,08-09-2019,1000000,5000000,2.22.37,Varies with device,Arcade
Amusement Arcade 3D,3.9,14987,5/16/2019,20000000,1000000,1.0.8,4.0 and up,Arcade
Mini-Games: New Arcade,3.9,12184,12/17/2019,1000000,1000000,3.9,4.1 and up,Arcade
Galaga Wars,3.9,20336,10/22/2019,33000000,1000000,3.4.1.1043,5.0 and up,Arcade
Orbia: Tap and Relax,4.6,155151,10/29/2019,38000000,1000000,1.065,4.2 and up,Arcade
Sky Force Reloaded,4.4,182282,03-04-2020,1000000,5000000,Varies with device,Varies with device,Arcade
HAWK – Alien Arcade Shooter. Falcon Squad,4.1,297866,3/26/2020,60000000,5000000,Varies with device,4.1 and up,Arcade
Gravity Box - Minimalist Physics Game,4.4,15908,10/24/2019,5900000,100000,1.5,4.1 and up,Arcade
"Omlet Arcade - Screen Recorder, Live Stream Games",4.4,417120,3/17/2020,19000000,10000000,1.62.3,4.4 and up,Video Players & Editors
Scrambler: Classic Retro Arcade Game,4.2,1858,03-03-2020,12000000,100000,1.99,4.0.3 and up,Arcade
Dune!,4.1,278603,3/20/2020,34000000,10000000,4.8.0,4.4 and up,Arcade
PAC-MAN,4,807846,3/13/2020,60000000,100000000,8.0.3,4.4 and up,Arcade
Stack,4.2,420808,2/25/2020,41000000,50000000,3.2,5.0 and up,Arcade
Brick Breaker Arcade,4.3,14026,6/25/2018,3600000,1000000,1.7.5,4.0.3 and up,Arcade
Retro Game Center (enjoy classic/emulation games),4.3,5343,3/15/2020,66000000,500000,1.9.2,4.1 and up,Arcade
Cartoon Network Arcade,4.1,4436,3/27/2020,61000000,500000,2.1.5196,7.0 and up,Arcade
Arcade Games (King of emulator 2),3.4,3452,02-08-2020,86000000,100000,8,4.1 and up,Arcade
One Punch,4.6,15708,2/29/2020,77000000,500000,2.4.10,4.1 and up,Arcade
Brick Breaker Star: Space King,4.3,199610,12-04-2019,26000000,10000000,2.7,4.1 and up,Arcade
Vision Board- Manifest dreams by Visualisation,4.7,942,8/24/2019,4000000,50000,1.1.1,5.0 and up,Lifestyle
Rentomania - 3d online board game,3.8,3087,7/30/2019,1000000,100000,3,5.0 and up,Board
Evolution Board Game,3.9,2892,1/30/2020,57000000,100000,1.16.07,7.0 and up,Board
Onitama - The Strategy Board Game,4.5,4717,09-05-2018,69000000,100000,1.1,4.1 and up,Board
Spirit Board Simulator,3.6,18912,10/28/2019,45000000,1000000,1.4.2,4.1 and up,Entertainment
Ultimate Cribbage - Classic Board Card Game,4.5,47426,3/23/2020,60000000,1000000,1.8.4,4.4 and up,Card
Board: Business Cash Flow and Budget Tracker,4.7,351,2/29/2020,29000000,10000,1.3.31,4.4 and up,Business
🐍 Snakes and Ladders Board Games 🎲,4.6,1208,3/13/2020,24000000,100000,1,4.1 and up,Board
Fluxx,3.5,262,12/17/2019,72000000,10000,2.1.1,5.0 and up,Board
White Board,3.9,277,10/21/2018,4300000,500000,1.0.6,3.0 and up,Tools
Gboard - the Google Keyboard,4.6,5155071,3/17/2020,1000000,1000000000,Varies with device,Varies with device,Tools
Business Board Game,3.8,611,03-03-2020,45000000,100000,1.2,4.1 and up,Board
Black Board,4,2634,7/28/2016,2200000,500000,1.6,2.3 and up,Lifestyle
My Board Game Collection - Track & Discover,4.6,180,10-07-2019,39000000,10000,1.3.1,4.4 and up,Books & Reference
4 in a row - Board game for 2 players,3.9,1544,03-05-2019,5600000,500000,1.5,4.0.3 and up,Board
Carrom Multiplayer - 3D Carrom Board Games Offline,3.6,5375,07-03-2019,1000000,1000000,2.3,4.1 and up,Board
Twisty Board,4.6,8513,5/15/2018,38000000,500000,5.7.5,4.1 and up,Arcade
Board,4.3,693,2/16/2020,1600000,100000,1.3.2,4.0 and up,Tools
Magic Board - Doodle & Color,4.2,2870,1/21/2020,18000000,1000000,1.35,4.0.3 and up,Parenting
Rento - Dice Board Game Online,4.2,276558,02-04-2020,73000000,10000000,5.1.2,4.1 and up,Board
Ancient Terror: Lovecraftian Strategy Board RPG 🎲,4.3,5474,02-05-2020,6500000,50000,1.7.06,5.0 and up,Board
GRAN BOARD,4,1717,3/13/2020,108000000,100000,7.2.4,4.3 and up,Sports
Board Money : banker for monopoly,4.6,293,12/14/2018,3700000,10000,1.0.11,4.4 and up,Entertainment
My Vision Board - Visualize your dreams,4.6,3439,8/21/2019,19000000,100000,1.9,5.0 and up,Lifestyle
Maquis Board Game,3.8,592,7/25/2016,15000000,10000,1.1,2.3 and up,Board
Othello - Official Board Game for Free,3.4,1223,03-03-2020,59000000,100000,4.5.5,4.1 and up,Board
Board Kings™️,4.4,420623,3/26/2020,1000000,10000000,3.19.0,4.1 and up,Casual
Hive with AI (board game),4.7,2867,3/22/2020,1000000,100000,8.6.2,Varies with device,Board
Carrom Pool: Disc Game,4.4,1519002,3/26/2020,31000000,50000000,4.0.0,4.1 and up,Sports
🐍 Snakes and Ladders - Free Board Games 🎲,4.4,26654,03-04-2020,1000000,5000000,2.0.3,4.0 and up,Board
Classic Board Games Online,4.2,776,3/15/2020,9400000,100000,104,4.1 and up,Board
Clue Detective: mystery murder criminal board game,3.9,1042,2/13/2020,51000000,100000,2.1,4.1 and up,Board
Board Games,3.6,3535,2/27/2020,17000000,1000000,1.2,4.4 and up,Board
Business Board,4,370,03-10-2020,46000000,50000,1.1,4.1 and up,Board
Word Board,4.4,393,12/25/2019,44000000,10000,1.4.5,4.1 and up,Word
Backgammon - Free Board Game by LITE Games,3.8,2941,12/20/2019,44000000,100000,3.5.13,4.1 and up,Board
Rummy - free card game,4.3,77225,2/29/2020,48000000,5000000,3.1.55,4.1 and up,Card
Ink Cards: Send Premium Photo Greeting Cards,4.5,3504,3/20/2020,21000000,500000,26.1,5.0 and up,Photography
Credit Card Reader NFC (EMV),3.9,15338,9/23/2019,2700000,1000000,5.1.4,4.1 and up,Finance
Go Program Way2Go Card,4.4,7812,10/20/2017,3700000,100000,1.3.0,4.1 and up,Finance
Phase Rummy 2: card game with 10 phases,4.5,1777,03-06-2020,20000000,100000,5.1,4.4 and up,Card
MonsterCry Eternal - Card Battle RPG,4,6026,3/18/2020,101000000,500000,1.1.1.4,4.1 and up,Card
Business Card Maker Free Visiting Card Maker photo,4.5,74242,12-05-2019,9700000,5000000,7,5.0 and up,Business
Blackjack 21 - casino card game,4.5,4552,7/17/2019,23000000,100000,2.4,4.1 and up,Card
Dungeon Tales : An RPG Deck Building Card Game,4.2,18452,03-11-2020,43000000,500000,1.79,4.1 and up,Role Playing
Card Thief,4.3,16587,09-04-2019,70000000,1000000,1.2.20,4.1 and up,Card
150+ Card Games Solitaire Pack,4.6,48031,03-12-2020,9100000,1000000,5.14,4.1 and up,Card
UNO!™,4,488419,03-07-2020,53000000,10000000,1.4.9490,4.1 and up,Card
CamCard Free - Business Card R,4.6,138924,1/22/2020,50000000,10000000,7.29.5.20200120,4.1 and up,Business
Spades Free: Card Game Online and Offline,4.3,15803,03-09-2020,1000000,500000,3.0.15,4.2 and up,Card
Magic Solitaire - Card Game,4.8,3486,3/24/2020,35000000,500000,2.4.1,4.4 and up,Card
Animation Throwdown: The Collectible Card Game,4.5,509998,3/23/2020,65000000,10000000,1.106.0,5.0 and up,Adventure
Solitaire TriPeaks - Offline Free Card Games,4.7,4261,3/24/2020,74000000,100000,1.14,4.3 and up,Card
Speed Card Game (Spit Slam),4.5,14130,10-03-2019,1000000,1000000,Varies with device,Varies with device,Card
Stocard - Rewards Cards Wallet,4.8,519398,3/26/2020,1000000,10000000,8.6.4,Varies with device,Shopping
